family	replicate	protein_locality	chemical_locality
TetR	71	0.0143909301269082	0.1009258270318009
AraC/XylS	72	0.0	0.1113761117477634
Fur	72	0.3326831607090962	0.0480552134646962
GntR	72	0.0594070796460176	0.1327240188501275
LysR	72	0.1195454244506746	0.0881822258920329
MarR	72	0.0786666666666666	0.0962165531497713
NtrC/XylR	72	0.4398312150574221	0.1320053190174783
TetR	72	0.0095768592204707	0.0790892394901511
AraC/XylS	73	0.0	0.0975502198467927
Fur	73	0.3566201100429288	0.0905364954162595
GntR	73	0.0	0.0892851730649874
LacI/GalR	73	0.0736283185840708	0.0775145086829701
LysR	73	0.1660956746997118	0.0868802346117209
MarR	73	0.0	0.118832457969032
NtrC/XylR	73	0.6367866784509538	0.1071938475389702
TetR	73	0.013150438794376	0.0884361521061156
AraC/XylS	74	0.3354787234042553	0.1057850978612628
Fur	74	0.2746156579114325	0.0873305061484409
GntR	74	0.0	0.1037922231060237
IclR	74	0.0	0.0573372816505654
LacI/GalR	74	0.0	0.0850000294275346
LysR	74	0.1122342668023397	0.1251448631747507
MarR	74	0.0	0.1107042247590307
NtrC/XylR	74	0.3717692103975862	0.1136421208224834
TetR	74	0.0286632162761318	0.132928306949243
AraC/XylS	75	0.0	0.1028026897851625
Fur	75	0.5181052887069877	0.0762713228518195
GntR	75	0.2861946902654867	0.1049397085166445
IclR	75	0.0	0.071135832764752
LacI/GalR	75	0.1224508670520231	0.1126263395839181
LysR	75	0.175947441909186	0.1192009855063036
MarR	75	0.0	0.0835440325135848
NtrC/XylR	75	0.4555685433361179	0.1543243261966172
TetR	75	0.0236260558112477	0.1122153528541059
Fur	76	0.4322151174561658	0.1103271638985924
GntR	76	0.0	0.0875585168692441
IclR	76	0.1212950819672131	0.1092423353633551
LacI/GalR	76	0.0865666666666666	0.0917371625345677
LysR	76	0.1472766108036666	0.1136535480582292
MarR	76	0.0	0.0918014568332525
NtrC/XylR	76	0.4723548860372368	0.0930446368039282
TetR	76	0.009613376693803	0.0881304075629733
AraC/XylS	77	0.417	0.1036303060169067
Fur	77	0.1769370372247421	0.062694150750001
GntR	77	0.0	0.1148326055355897
IclR	77	0.1882095963113612	0.0897848617120679
LacI/GalR	77	0.0	0.0788164881017199
LysR	77	0.1420902123977374	0.1373110787957923
MarR	77	0.0	0.0716656065316373
NtrC/XylR	77	0.7128347978910369	0.100150537169215
TetR	77	0.0068520384161376	0.0794446458352853
AraC/XylS	78	0.2123208722741432	0.0656783595684361
Fur	78	0.2983108108108108	0.0787351274388642
GntR	78	0.0	0.0750462367555603
IclR	78	0.0	0.1053018934448374
LacI/GalR	78	0.0	0.0758966435740375
LysR	78	0.0215408342234706	0.1256349844340309
MarR	78	0.0	0.1477247405211951
NtrC/XylR	78	0.5134383637036352	0.1119644106155685
TetR	78	0.0050232158039509	0.086924221040036
AraC/XylS	79	0.0	0.1084278211405511
Fur	79	0.3138658807106785	0.1043096654982201
GntR	79	0.0	0.0353641420421085
LacI/GalR	79	0.2397138643067846	0.1376661070424939
LysR	79	0.1831079088317566	0.1166088199073055
MarR	79	0.1770696202531645	0.0645078393910183
NtrC/XylR	79	0.1294697286687947	0.0959694662442138
TetR	79	0.0084981390507435	0.0865544087888935
Fur	80	0.299805994617093	0.0794945594945595
GntR	80	0.0	0.1001578155749123
IclR	80	0.053348282442748	0.1948165802473815
LacI/GalR	80	0.1269529411764706	0.098908371636707
LysR	80	0.1084403225806451	0.0969479772295839
MarR	80	0.0599625	0.0673892736031694
NtrC/XylR	80	0.5692533586260674	0.1055204209773478
TetR	80	0.0101111610182596	0.0880722627473414
AraC/XylS	81	0.0	0.0934685331391758
Fur	81	0.3427780107853525	0.1501224078341013
GntR	81	0.1369980620155038	0.0971533332993715
IclR	81	0.0	0.2060511808550739
LacI/GalR	81	0.1501923747276688	0.0674555340197623
LysR	81	0.0112585110362888	0.1043004233535072
MarR	81	0.0	0.0744737302573266
NtrC/XylR	81	0.4073746924101973	0.0776193484040223
TetR	81	0.0149163473693935	0.0986978241792976
AraC/XylS	82	0.2343040752351097	0.1287604700387608
Fur	82	0.5134629390681004	0.0568857424132722
GntR	82	0.0	0.0728507337578312
IclR	82	0.2748339483394834	0.0957406780644529
LysR	82	0.0557210847916416	0.0964547384527859
MarR	82	0.0572222222222222	0.1105137033094025
NtrC/XylR	82	0.5583097448096745	0.0973843145361613
TetR	82	0.0199651040681436	0.0952327532546203
AraC/XylS	83	0.2769999999999999	0.1205282803586274
Fur	83	0.2086505076006644	0.0647342202265447
GntR	83	0.0	0.0806206991127081
LacI/GalR	83	0.0	0.0594126357937984
LysR	83	0.0277532139577594	0.1101443817371237
NtrC/XylR	83	0.857474245115453	0.0896387293469904
TetR	83	0.0347095457677395	0.0982917737968795
AraC/XylS	84	0.0	0.085070653638294
Fur	84	0.2209974568007841	0.0911669247956223
GntR	84	0.1270327868852458	0.1200814029867977
IclR	84	0.0	0.0661982353997702
LacI/GalR	84	0.0	0.0660920947707937
LysR	84	0.1573463412787178	0.08561611729719
MarR	84	0.0	0.0999367339870769
NtrC/XylR	84	0.4689456242352715	0.1000752512118095
TetR	84	0.0160380210174124	0.1109734337932928
AraC/XylS	85	0.8340000000000001	0.1043252606271605
Fur	85	0.2852613798008535	0.1141177493371358
GntR	85	0.0775662650602409	0.1297778886088864
IclR	85	0.1212950819672131	0.0972118848241734
LacI/GalR	85	0.2030838323353293	0.0703068620184591
LysR	85	0.1475361970038141	0.0808355195482057
MarR	85	0.0	0.0862178073160183
NtrC/XylR	85	0.6970597539543057	0.0821750420374108
TetR	85	0.0153081013123742	0.086882405190913
AraC/XylS	86	0.2085	0.1249571728145694
Fur	86	0.4212004579635232	0.0887455477529007
GntR	86	0.0	0.151565535887699
LacI/GalR	86	0.1769005196473404	0.074598121069816
LysR	86	0.072914135412839	0.0719465127084756
MarR	86	0.1116590909090909	0.0849343499220635
NtrC/XylR	86	0.4299276818358218	0.1018962804723602
TetR	86	0.0172654105719178	0.1050012882351343
AraC/XylS	87	0.0547826086956521	0.0862096326461146
Fur	87	0.1634463599878843	0.0798843686928303
GntR	87	0.0775662650602409	0.0959636297251621
IclR	87	0.0	0.0960611610366294
LysR	87	0.1492726115245829	0.1015803445465323
MarR	87	0.0	0.0989205853939918
NtrC/XylR	87	0.6787541199094976	0.0839118190417481
TetR	87	0.0112035621396441	0.0907337163842424
AraC/XylS	88	0.2236228733459357	0.0926828017562619
Fur	88	0.0	0.062765319414393
GntR	88	0.0	0.0943829925272812
IclR	88	0.0	0.0930784765713061
LacI/GalR	88	0.0874269005847953	0.0885229416609298
LysR	88	0.0506263394634185	0.1230813340876806
MarR	88	0.0	0.1194882271265158
NtrC/XylR	88	0.4196823399737903	0.0979707615352199
TetR	88	0.0318741836396757	0.093190067214747
AraC/XylS	89	0.139	0.0921475708069849
Fur	89	0.1960122699386503	0.1047908594310501
GntR	89	0.0	0.1198590575138335
IclR	89	0.2981648337720581	0.0786241304920619
LacI/GalR	89	0.494	0.1740709705337986
LysR	89	0.1863310401850936	0.1025433780006574
NtrC/XylR	89	0.4750455293120906	0.0763110813266798
TetR	89	0.0187550366886162	0.0782713990035517
AraC/XylS	90	0.0	0.0859881570214203
Fur	90	0.3705106143389433	0.0592491790559903
GntR	90	0.0	0.1121610494344041
IclR	90	0.1374169741697417	0.068889837720698
LysR	90	0.1173680897804296	0.1115041716842894
MarR	90	0.0	0.0891298619870116
NtrC/XylR	90	0.1294697286687947	0.099267961015773
TetR	90	0.0094446748386604	0.1012752023627374
AraC/XylS	91	0.3809955425200503	0.1256299629266128
Fur	91	0.4544481981981982	0.1665135574375302
LacI/GalR	91	0.0977609329446064	0.1300411770490174
LysR	91	0.1833658895286878	0.089841404440069
NtrC/XylR	91	0.516359784195139	0.1013666334454504
TetR	91	0.009692305121961	0.0874227162540366
AraC/XylS	92	0.0	0.0817210117803072
Fur	92	0.1578026315789473	0.1316975308641975
GntR	92	0.0	0.0846452533412014
LacI/GalR	92	0.0	0.1002996066194099
LysR	92	0.0213147182875074	0.0981308786503678
MarR	92	0.0	0.0860855269557887
NtrC/XylR	92	0.579093985556673	0.1063468527583276
TetR	92	0.023916298393829	0.0965184051146506
AraC/XylS	93	0.831	0.0716400520203911
Fur	93	0.3749408675191593	0.1098262303209373
IclR	93	0.0	0.0593871176600088
LacI/GalR	93	0.0	0.10810200449226
LysR	93	0.1704276810308709	0.0849914342072739
MarR	93	0.0	0.0789913572465589
NtrC/XylR	93	0.379700022612957	0.1247431651687434
TetR	93	0.0275595631511167	0.0775162408942591
AraC/XylS	94	0.4246417445482865	0.1149871892833741
Fur	94	0.3727493120550587	0.0731150793650793
GntR	94	0.1867901234567901	0.0986722854073934
IclR	94	0.0	0.0624978595007967
LacI/GalR	94	0.0	0.0697063960962813
LysR	94	0.2126886219779465	0.1462487033026904
MarR	94	0.0	0.0896502999436644
NtrC/XylR	94	0.279662504105841	0.108067947105134
TetR	94	0.0286201711209358	0.1253048853305874
AraC/XylS	95	0.0	0.1161885692216303
Fur	95	0.3360113571636152	0.1713962058292712
GntR	95	0.2361882352941176	0.0607747052048153
IclR	95	0.0	0.1514307024879901
LacI/GalR	95	0.0	0.1160699083983606
LysR	95	0.0303899318342404	0.1112349411300309
MarR	95	0.0	0.1377929842912984
NtrC/XylR	95	0.4581828596032549	0.1253467917416184
TetR	95	0.0206257316882435	0.0879206359132071
AraC/XylS	96	0.0	0.1496458867958955
Fur	96	0.2827361202288621	0.1016987960449765
GntR	96	0.1389803149606299	0.1254844453263413
IclR	96	0.0	0.1208837590301543
LysR	96	0.1426241932409918	0.0860421232393522
MarR	96	0.0	0.0893997330117001
NtrC/XylR	96	0.5181780268138806	0.0622045230425629
TetR	96	0.0255112877573471	0.0877798145610947
AraC/XylS	97	0.5663613707165109	0.0843997554686552
Fur	97	0.3373175675675676	0.0903650487091236
GntR	97	0.0	0.1218418247172107
LacI/GalR	97	0.1514252199413489	0.1005591485857595
LysR	97	0.1913063742867501	0.0982556357658778
MarR	97	0.0	0.0637433479352732
NtrC/XylR	97	0.857474245115453	0.0833172363760037
TetR	97	0.0195123935619233	0.0896104807657424
AraC/XylS	98	0.0505714285714285	0.0671656437990086
Fur	98	0.1844632343611216	0.0843246029000791
GntR	98	0.0	0.0585591321699396
IclR	98	0.1346529209621993	0.1350255236307417
LysR	98	0.0598910931319669	0.0813822028624268
MarR	98	0.0	0.0839145412466831
NtrC/XylR	98	0.6747610669846259	0.1021808902056546
TetR	98	0.0126190501778093	0.0957463150803862
AraC/XylS	99	0.5823525835866261	0.089324751761469
Fur	99	0.4768014728204008	0.0379003617797175
GntR	99	0.0	0.1004990174559933
LacI/GalR	99	0.0	0.0911932542845924
LysR	99	0.0495235283748705	0.077976591180407
MarR	99	0.0	0.0840423206166371
NtrC/XylR	99	0.553802802553648	0.0723854459128666
TetR	99	0.024321858600739	0.1113889937677183
AraC/XylS	100	0.2769999999999999	0.0613267394432421
Fur	100	0.520439809482572	0.1150872013617111
GntR	100	0.0	0.0725660349802154
IclR	100	0.0	0.1091876863418665
LysR	100	0.1737090184235555	0.1306998317753715
MarR	100	0.0	0.0974829980893585
NtrC/XylR	100	0.3633788192192507	0.0714865699321608
TetR	100	0.0276509532476578	0.0991535772102757
AraC/XylS	101	0.0471824160609207	0.117527193187229
Fur	101	0.2821948690192682	0.0818634351821683
GntR	101	0.0	0.165601918103944
IclR	101	0.0886323024054982	0.0764317991095613
LacI/GalR	101	0.0	0.0710792406934681
LysR	101	0.2141939973802655	0.1330515079253352
MarR	101	0.0	0.099282917062412
NtrC/XylR	101	0.4575255661058912	0.1043302069487322
TetR	101	0.0217037045760109	0.1038705245885221
AraC/XylS	102	0.0481511627906976	0.0900644007827777
Fur	102	0.2647848178613395	0.0622196586350478
GntR	102	0.0	0.0739427007199001
IclR	102	0.0	0.1009114517759204
LacI/GalR	102	0.2539058823529412	0.1131780015466079
LysR	102	0.1386852474918512	0.0966612945088627
MarR	102	0.0186098484848484	0.1142459157457832
NtrC/XylR	102	0.5305223608858208	0.1256465640006012
TetR	102	0.0156114482767386	0.0944372222684327
AraC/XylS	103	0.139	0.096032502481608
Fur	103	0.2147411778352927	0.1108429387414894
GntR	103	0.0	0.0471957536736588
IclR	103	0.2522553191489362	0.1097545727989098
LacI/GalR	103	0.0897254901960784	0.1336634738890573
LysR	103	0.0465829881901527	0.0849678835273047
MarR	103	0.0	0.0772014989943527
NtrC/XylR	103	0.7608836235915013	0.1412846487474529
TetR	103	0.0202100326290839	0.0852279448206438
AraC/XylS	104	0.139	0.0979372724705404
Fur	104	0.3711133896548172	0.1056043509825022
GntR	104	0.1867901234567901	0.1005213162715117
IclR	104	0.0829385739311938	0.0819927013099096
LacI/GalR	104	0.2289673522520177	0.0716130967692542
LysR	104	0.1875222294904635	0.0961729406996646
MarR	104	0.0	0.1054940821539182
NtrC/XylR	104	0.5317620149997258	0.147856173765698
TetR	104	0.0136678207773054	0.0963601346463526
AraC/XylS	105	0.1645	0.1763971798819626
Fur	105	0.2313143784499958	0.0968947878018947
GntR	105	0.0	0.0673686766686452
LacI/GalR	105	0.1225074495091803	0.0865676146920916
LysR	105	0.0962683570098288	0.1255931860795402
MarR	105	0.0	0.1103680671503913
TetR	105	0.01457995889087	0.1075480022814371
AraC/XylS	106	0.0	0.106285402899898
Fur	106	0.0	0.0730745034682888
GntR	106	0.0	0.0995863824463854
IclR	106	0.7112914880201766	0.0771267871112188
LysR	106	0.1459668698948023	0.1162195460038188
MarR	106	0.0	0.0970364694299521
NtrC/XylR	106	0.5590482276282388	0.0922926524564977
TetR	106	0.0197077467555553	0.0894694245146397
AraC/XylS	107	0.0640557149485365	0.0845250302731403
Fur	107	0.3904960501546323	0.0855348080926182
GntR	107	0.2294651162790697	0.1293845038509816
IclR	107	0.0	0.0855055828659829
LacI/GalR	107	0.1208323699421965	0.0589525485494049
LysR	107	0.1492245880329714	0.0946311077023355
MarR	107	0.1027878787878787	0.0997306538412005
NtrC/XylR	107	0.5702517905900829	0.1054290587299446
TetR	107	0.0314878008787573	0.0903097413852257
AraC/XylS	108	0.0	0.096285065855849
Fur	108	0.3426939657778584	0.1245649218278528
GntR	108	0.0	0.1091118483422825
LacI/GalR	108	0.326158357771261	0.0564111129223313
LysR	108	0.1204330542645471	0.1116609567544762
NtrC/XylR	108	0.5690330460324848	0.1197571120150907
TetR	108	0.0246447998337433	0.0950685782762311
AraC/XylS	109	0.4935	0.0970015313991772
Fur	109	0.3882505855855856	0.1551761410632378
GntR	109	0.0622633744855967	0.0947034413491664
IclR	109	0.0	0.0570475071111235
LacI/GalR	109	0.0	0.0775050590793806
LysR	109	0.1686235741979217	0.0915526802055036
MarR	109	0.0	0.1158626737542097
NtrC/XylR	109	0.160955303045222	0.1875428602047355
TetR	109	0.0132647560463606	0.1005977729740249
Fur	110	0.2180631967908663	0.0981740842310557
GntR	110	0.0	0.0750827358546999
IclR	110	0.0	0.0672775191874648
LacI/GalR	110	0.235250755287009	0.1219085051174465
LysR	110	0.043024242860078	0.0868038959556899
MarR	110	0.0	0.1061861339687546
NtrC/XylR	110	0.649328160534327	0.1206070880484403
TetR	110	0.0242779690675964	0.0954549665970242
AraC/XylS	111	0.0	0.1215792134364374
Fur	111	0.13855160789929	0.0499759187494626
GntR	111	0.093395061728395	0.1220538009355196
IclR	111	0.0	0.0896017511517027
LacI/GalR	111	0.2917259475218658	0.0809013798169315
LysR	111	0.1098120838527447	0.134973547449345
MarR	111	0.0	0.0850711641846921
NtrC/XylR	111	0.5309955111656225	0.1101264317446835
TetR	111	0.0325996389788569	0.0998660322297928
AraC/XylS	112	0.3381214953271028	0.0808979281279614
Fur	112	0.1384359649122807	0.1126153801202408
GntR	112	0.0	0.0605174788155594
LacI/GalR	112	0.0	0.0932512210180961
LysR	112	0.1185442608364045	0.1733009673694658
MarR	112	0.118	0.0749349850664251
NtrC/XylR	112	0.7851545215032449	0.1244298892794346
TetR	112	0.0334049471430592	0.0843129430531913
AraC/XylS	113	0.3445593607305936	0.0989514209161772
Fur	113	0.1602807513276919	0.1378221628221628
IclR	113	0.0	0.0958489181241212
LacI/GalR	113	0.0	0.1080553054323845
LysR	113	0.0548609827823866	0.0668116962891064
MarR	113	0.0686	0.0986879447107136
NtrC/XylR	113	0.4354890623448035	0.1673617651072869
TetR	113	0.017437726886558	0.1166567681244463
AraC/XylS	114	0.0	0.1038833475276025
Fur	114	0.1288993288590604	0.1022008578434453
GntR	114	0.0	0.1070645634128655
IclR	114	0.2658969072164948	0.1034963503364325
LysR	114	0.1141163923360812	0.0873355366890963
MarR	114	0.0	0.0928354105967726
NtrC/XylR	114	0.7108629173989455	0.1148025275445144
TetR	114	0.0169989141464445	0.0959702172610222
AraC/XylS	115	0.0	0.1417669179308547
Fur	115	0.5451321171171171	0.1002897841435971
IclR	115	0.0	0.0985790532121781
LacI/GalR	115	0.0	0.155824617428309
LysR	115	0.237451867315507	0.1102056441539995
MarR	115	0.0467368421052631	0.0878291870905618
NtrC/XylR	115	0.5549028263665774	0.1150954272328205
TetR	115	0.0169536212938108	0.083507779803107
Fur	116	0.2666124627965006	0.0459648847020994
GntR	116	0.1485622489959839	0.088155636991569
IclR	116	0.2564545454545454	0.1896049875558186
LacI/GalR	116	0.0	0.1354905923804852
LysR	116	0.1288485021411171	0.1518335787501045
MarR	116	0.0	0.1019524475589639
NtrC/XylR	116	0.6787541199094976	0.0977087467106969
TetR	116	0.024670013149108	0.1065320066851845
AraC/XylS	117	0.417	0.0950535224136391
Fur	117	0.1934719505918682	0.0656749578733209
GntR	117	0.0775662650602409	0.0764907308083462
LacI/GalR	117	0.0	0.10206080454517
LysR	117	0.0786606731875719	0.1024607869545157
MarR	117	0.0	0.0743729767425145
NtrC/XylR	117	0.4068725984443785	0.1032440187481251
TetR	117	0.0371535254253902	0.0919645036846727
Fur	118	0.2572393718291313	0.065448630304734
GntR	118	0.1442998202206106	0.1522500325170714
IclR	118	0.0	0.0866324889983491
LysR	118	0.2365859938066544	0.0820671092102316
MarR	118	0.0	0.0896554616036547
NtrC/XylR	118	0.6026402141011674	0.0960384051054997
TetR	118	0.014612409380284	0.0927025958488905
AraC/XylS	119	0.0	0.1333757702400846
Fur	119	0.1657766353309831	0.0497473205806539
GntR	119	0.0520835073068893	0.1496490441678793
IclR	119	0.0	0.067591259093814
LacI/GalR	119	0.0946167664670658	0.0766665768129372
LysR	119	0.1391808387645764	0.0677098868253786
MarR	119	0.2017176511954993	0.0862618844335396
NtrC/XylR	119	0.6596549694549974	0.0906488569531931
TetR	119	0.0322216219361507	0.0967051559418592
AraC/XylS	120	0.4155	0.1123023122262498
Fur	120	0.2302175775775775	0.0403623558890316
GntR	120	0.0	0.0701932465912366
IclR	120	0.0	0.0814457052860326
LacI/GalR	120	0.0	0.1151943114994621
LysR	120	0.1923266593940873	0.1015353370026943
MarR	120	0.0	0.0840591849051106
NtrC/XylR	120	0.522826717933449	0.0965330271408167
TetR	120	0.0311942160315191	0.1187233597404137
AraC/XylS	121	0.417	0.0900802586788822
Fur	121	0.3222787283777466	0.1042338969096731
GntR	121	0.0495207496653279	0.1037145083008482
LysR	121	0.0729467018811116	0.1203334148517086
MarR	121	0.0	0.1049303780691111
NtrC/XylR	121	0.4980902129004408	0.1358158043647838
TetR	121	0.0310935380681503	0.1052918698191941
Fur	122	0.1310955015418102	0.1182800834431269
GntR	122	0.1042069672131147	0.0902465331503203
IclR	122	0.0	0.0644354205086644
LacI/GalR	122	0.0	0.0921985733650637
LysR	122	0.1298861174234519	0.1199617283330382
MarR	122	0.0	0.0871834538674016
NtrC/XylR	122	0.4542302510002766	0.0915644626131387
TetR	122	0.0579100262892901	0.1190278186634457
AraC/XylS	123	0.0	0.1299745638267481
Fur	123	0.173725416397993	0.0991322965967996
GntR	123	0.0	0.0838768202263993
IclR	123	0.0	0.111829677106715
LysR	123	0.0463156830621426	0.082684067336704
MarR	123	0.0	0.0737671834858727
NtrC/XylR	123	0.6132699141306693	0.0990879621192392
TetR	123	0.0118236992492042	0.078839289251549
AraC/XylS	124	0.278	0.087034089925987
Fur	124	0.2662239734430252	0.1051920729576309
GntR	124	0.0	0.1766441272092305
IclR	124	0.0	0.0952171029836611
LacI/GalR	124	0.1008292682926829	0.0826554989779526
LysR	124	0.1424549614652551	0.0965508145154872
MarR	124	0.0786666666666666	0.0923010139292361
NtrC/XylR	124	0.5442691779977183	0.1326371980813358
TetR	124	0.0065874249688168	0.1009158515269645
AraC/XylS	125	0.0	0.0912285751331761
Fur	125	0.3759043693693693	0.076302857203204
GntR	125	0.1578234200743494	0.1398103174227775
LacI/GalR	125	0.1738916666666666	0.0759338594955664
LysR	125	0.0554879586701629	0.1182483652954984
MarR	125	0.0	0.1000395427061755
NtrC/XylR	125	0.7108629173989455	0.1826583147912718
TetR	125	0.0401218437520172	0.0789558245187463
AraC/XylS	126	0.1736480233765606	0.1005660951611441
Fur	126	0.1227931861662987	0.1235573005618657
GntR	126	0.0	0.1282728235274249
IclR	126	0.0	0.0919085405015786
LacI/GalR	126	0.0	0.128460964757093
LysR	126	0.0471157439960278	0.0821605343258911
MarR	126	0.0	0.0889865819165398
NtrC/XylR	126	0.5213928788710777	0.1123295165315367
TetR	126	0.0334763760357693	0.0896808207008366
AraC/XylS	127	0.831	0.0799609888337492
Fur	127	0.3157225730638615	0.1335727783076269
GntR	127	0.0	0.0771266679278883
LacI/GalR	127	0.0	0.0892231648609585
LysR	127	0.1459684952153211	0.0826406035701228
MarR	127	0.0	0.0757463449371457
NtrC/XylR	127	0.5550109162876506	0.1173637468788581
TetR	127	0.0264443419729796	0.0981929586412865
Fur	128	0.2916786105270654	0.0734684072705368
GntR	128	0.1180706034012593	0.0671808415120251
IclR	128	0.4386614566284779	0.0805296652087137
LacI/GalR	128	0.2163323699421965	0.0814665101378537
LysR	128	0.1896524987960509	0.073065904103856
MarR	128	0.0	0.090402505838861
NtrC/XylR	128	0.3209552084475082	0.1206999702783294
TetR	128	0.0239862557514128	0.0855142095889556
AraC/XylS	129	0.0	0.0892836839138322
Fur	129	0.2479999192767193	0.0935396092076969
GntR	129	0.2861946902654867	0.0840742469105085
IclR	129	0.0	0.0786229000233817
LacI/GalR	129	0.107560422960725	0.1189320659863659
LysR	129	0.0699240833903074	0.1398444401240412
MarR	129	0.0	0.0716885349916363
NtrC/XylR	129	0.4144539332218719	0.1142776841632865
TetR	129	0.0238268945953	0.1051331229141492
Fur	130	0.0	0.1078460038986354
GntR	130	0.0	0.1264310854759797
IclR	130	0.1039793814432989	0.0565242349133423
LacI/GalR	130	0.0	0.0741537226110228
LysR	130	0.0810830177983142	0.0946032311840938
MarR	130	0.0	0.0856283128917116
NtrC/XylR	130	0.4375288910864115	0.1044277319099221
TetR	130	0.0272407692361546	0.0881950362994089
AraC/XylS	131	0.0	0.0839219837606799
Fur	131	0.4061936196064485	0.0656543389689007
GntR	131	0.0	0.0875568803820707
LacI/GalR	131	0.2555271270148525	0.1359332284937741
LysR	131	0.1962306477528578	0.1190589866436029
MarR	131	0.0	0.1210908034932991
NtrC/XylR	131	0.2260081793085789	0.0982321171839286
TetR	131	0.0198460172716362	0.0804309558328807
AraC/XylS	132	0.1641365338970478	0.0757733857192439
Fur	132	0.3091050400217158	0.0680258218920689
GntR	132	0.0	0.0802929864360336
LacI/GalR	132	0.2489208211143695	0.0723021311797807
LysR	132	0.0748218380563048	0.1317818021413798
MarR	132	0.0	0.0870388823652037
NtrC/XylR	132	0.4898939261988109	0.0933248442282725
TetR	132	0.0025730902930135	0.0949681037259614
AraC/XylS	133	0.2340728971962617	0.1093243517895174
Fur	133	0.4004918455205276	0.0701711883181716
GntR	133	0.0744790764790764	0.0979916597665377
LacI/GalR	133	0.2144141172047558	0.1250181012237346
LysR	133	0.0897904040717082	0.0966047187774313
MarR	133	0.0	0.1101138694617955
NtrC/XylR	133	0.3464630731717397	0.065603369507417
TetR	133	0.0181017395805723	0.0814618416618599
AraC/XylS	134	0.4155	0.163323999279567
Fur	134	0.0	0.1852832247498928
GntR	134	0.0	0.1042389918439552
LacI/GalR	134	0.0	0.0680929647510888
LysR	134	0.1445251941348229	0.0977770878679472
MarR	134	0.0	0.1437013458002924
NtrC/XylR	134	0.7672704580646084	0.1074549130679203
TetR	134	0.0272830099267597	0.0802118835031668
Fur	135	0.3205948844146159	0.0897586854226555
GntR	135	0.0	0.0852199583861641
IclR	135	0.0	0.0918698375590916
LacI/GalR	135	0.0	0.1164778724981201
LysR	135	0.1140505333830419	0.10208567406581
MarR	135	0.0	0.097687132476401
NtrC/XylR	135	0.6027118330324684	0.0982096166934912
TetR	135	0.0235647588629351	0.0884893463042148
AraC/XylS	136	0.329	0.1988982012184831
Fur	136	0.166581081081081	0.1080131658360516
GntR	136	0.063451053283767	0.0884360250250372
LacI/GalR	136	0.124960606060606	0.1239114361720276
LysR	136	0.1553399790616821	0.0873034050387323
MarR	136	0.0	0.1248936314435778
NtrC/XylR	136	0.5238736832513682	0.0942080860301771
TetR	136	0.0172228570535425	0.0860734763429085
AraC/XylS	137	0.6851442953020134	0.0954654698205718
Fur	137	0.3610842417417417	0.3150510530435593
GntR	137	0.0	0.1019575411831236
LacI/GalR	137	0.2016585365853658	0.0911356743521137
LysR	137	0.1116613220547577	0.1066307696587072
MarR	137	0.0509038802660753	0.0850510994635965
NtrC/XylR	137	0.5778553144291363	0.1083286266161749
TetR	137	0.0136258975133393	0.08147459704102
AraC/XylS	138	0.070875	0.0712762937704005
Fur	138	0.3264838212405954	0.1459594149811541
GntR	138	0.3156468401486989	0.0896789450357425
IclR	138	0.0	0.086486882539463
LacI/GalR	138	0.2645928143712575	0.1154980496404325
LysR	138	0.0671323357645938	0.1107604679777761
MarR	138	0.0	0.0959514511916141
NtrC/XylR	138	0.321454046186215	0.0981857273479538
TetR	138	0.0238452780813744	0.0935679484623411
AraC/XylS	139	0.4185283489096573	0.1012031337322237
Fur	139	0.484904834066161	0.1005830002958331
IclR	139	0.0	0.1116328204028099
LacI/GalR	139	0.0	0.0559705782268632
LysR	139	0.1657459656680971	0.0791324425979515
MarR	139	0.0438201754385964	0.0750649376194495
NtrC/XylR	139	0.7128347978910369	0.103844298549632
TetR	139	0.0159573745754116	0.0967682190545606
AraC/XylS	140	0.278	0.1098024564861496
Fur	140	0.2491881981981981	0.1252462324528213
GntR	140	0.0380744588744588	0.1329882307284339
IclR	140	0.0	0.1561509833683468
LacI/GalR	140	0.0	0.0684961284987006
LysR	140	0.1489833407622421	0.0918027316957488
MarR	140	0.0	0.0815853388715752
NtrC/XylR	140	0.5167485397371382	0.0806719689761375
TetR	140	0.0221808587752221	0.1025858067832947
AraC/XylS	141	0.0060034013605442	0.1200822813282559
Fur	141	0.4758475643855775	0.0978679567767485
IclR	141	0.0	0.125152676765221
LacI/GalR	141	0.0	0.1282191364107514
LysR	141	0.080657349985331	0.1044668330406975
MarR	141	0.0494936416184971	0.1077593271639723
NtrC/XylR	141	0.5544962060532422	0.1093746082073805
TetR	141	0.0289449887050949	0.0816670341513107
AraC/XylS	142	0.20775	0.0640963707335998
Fur	142	0.0	0.0720684001607258
GntR	142	0.0	0.0698311117610131
LacI/GalR	142	0.0	0.1589500050367819
LysR	142	0.1028336246655024	0.1062145194541868
MarR	142	0.0	0.0854372841517512
NtrC/XylR	142	0.4329003371559066	0.0892722810073782
TetR	142	0.0148827558930548	0.081492715875342
AraC/XylS	143	0.3926313993174061	0.113497278655622
Fur	143	0.3460909447304376	0.055521516995157
IclR	143	0.0	0.0999847226618845
LacI/GalR	143	0.1370289855072463	0.0886312003074356
LysR	143	0.1661191669718556	0.0935716190932141
MarR	143	0.0	0.0814561336872144
NtrC/XylR	143	0.7128347978910369	0.1014246165057692
