split	fold	model	query_id	n_candidates	n_positives	best_positive_rank	H1	H10	H50	MRR	Recall_at_1pct
TF-50	0	T_L	C[C@]12CCC(=O)[C@H]([C@@H]1CCC2=O)CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O	6457	1	2541	0.0	0.0	0.0	0.0003935458480913	0.0
TF-50	0	Dstar	C[C@]12CCC(=O)[C@H]([C@@H]1CCC2=O)CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O	6457	1	10	0.0	1.0	1.0	0.1	1.0
TF-50	0	B	C[C@]12CCC(=O)[C@H]([C@@H]1CCC2=O)CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O	6457	1	27	0.0	0.0	1.0	0.037037037037037	1.0
TF-50	0	F	C[C@]12CCC(=O)[C@H]([C@@H]1CCC2=O)CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
TF-50	0	T_P	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	6457	1	345	0.0	0.0	0.0	0.0028985507246376	0.0
TF-50	0	T_L	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	6457	1	695	0.0	0.0	0.0	0.0014388489208633	0.0
TF-50	0	Dstar	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	6457	1	145	0.0	0.0	0.0	0.0068965517241379	0.0
TF-50	0	B	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	6457	1	99	0.0	0.0	0.0	0.0101010101010101	0.0
TF-50	0	F	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	6457	1	93	0.0	0.0	0.0	0.010752688172043	0.0
TF-50	0	T_P	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	6457	2	345	0.0	0.0	0.0	0.0028985507246376	0.0
TF-50	0	T_L	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	6457	2	695	0.0	0.0	0.0	0.0014388489208633	0.0
TF-50	0	Dstar	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	6457	2	78	0.0	0.0	0.0	0.0128205128205128	0.0
TF-50	0	B	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	6457	2	41	0.0	0.0	1.0	0.024390243902439	0.5
TF-50	0	F	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	6457	2	40	0.0	0.0	1.0	0.025	0.5
TF-50	0	T_P	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C	6457	1	1804	0.0	0.0	0.0	0.0005543237250554	0.0
TF-50	0	T_L	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C	6457	1	2065	0.0	0.0	0.0	0.0004842615012106	0.0
TF-50	0	Dstar	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C	6457	1	42	0.0	0.0	1.0	0.0238095238095238	1.0
TF-50	0	B	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C	6457	1	18	0.0	0.0	1.0	0.0555555555555555	1.0
TF-50	0	F	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C	6457	1	14	0.0	0.0	1.0	0.0714285714285714	1.0
TF-50	0	T_P	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O	6457	1	1804	0.0	0.0	0.0	0.0005543237250554	0.0
TF-50	0	T_L	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O	6457	1	2065	0.0	0.0	0.0	0.0004842615012106	0.0
TF-50	0	Dstar	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O	6457	1	135	0.0	0.0	0.0	0.0074074074074074	0.0
TF-50	0	B	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O	6457	1	79	0.0	0.0	0.0	0.0126582278481012	0.0
TF-50	0	F	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O	6457	1	79	0.0	0.0	0.0	0.0126582278481012	0.0
TF-50	0	T_P	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	6457	1	4108	0.0	0.0	0.0	0.0002434274586173	0.0
TF-50	0	T_L	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	6457	1	4239	0.0	0.0	0.0	0.0002359046945034	0.0
TF-50	0	Dstar	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	6457	1	3608	0.0	0.0	0.0	0.0002771618625277	0.0
TF-50	0	B	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	6457	1	3529	0.0	0.0	0.0	0.0002833663927458	0.0
TF-50	0	F	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	6457	1	3529	0.0	0.0	0.0	0.0002833663927458	0.0
TF-50	0	T_P	O=C(O[C@]1([H])C[C@@]2(O[C@](C1)([H])C/C=C(C)/[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)/C=C/C=C5CO[C@@]6([H])[C@]7\5O)C=C[C@H](C)[C@@H]([C@H](CC)C)O2)[C@]7([H])C=C(C)C6=O	6457	1	3735	0.0	0.0	0.0	0.0002677376171352	0.0
TF-50	0	T_L	O=C(O[C@]1([H])C[C@@]2(O[C@](C1)([H])C/C=C(C)/[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)/C=C/C=C5CO[C@@]6([H])[C@]7\5O)C=C[C@H](C)[C@@H]([C@H](CC)C)O2)[C@]7([H])C=C(C)C6=O	6457	1	3885	0.0	0.0	0.0	0.0002574002574002	0.0
TF-50	0	Dstar	O=C(O[C@]1([H])C[C@@]2(O[C@](C1)([H])C/C=C(C)/[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)/C=C/C=C5CO[C@@]6([H])[C@]7\5O)C=C[C@H](C)[C@@H]([C@H](CC)C)O2)[C@]7([H])C=C(C)C6=O	6457	1	158	0.0	0.0	0.0	0.0063291139240506	0.0
TF-50	0	B	O=C(O[C@]1([H])C[C@@]2(O[C@](C1)([H])C/C=C(C)/[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)/C=C/C=C5CO[C@@]6([H])[C@]7\5O)C=C[C@H](C)[C@@H]([C@H](CC)C)O2)[C@]7([H])C=C(C)C6=O	6457	1	100	0.0	0.0	0.0	0.01	0.0
TF-50	0	F	O=C(O[C@]1([H])C[C@@]2(O[C@](C1)([H])C/C=C(C)/[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)/C=C/C=C5CO[C@@]6([H])[C@]7\5O)C=C[C@H](C)[C@@H]([C@H](CC)C)O2)[C@]7([H])C=C(C)C6=O	6457	1	100	0.0	0.0	0.0	0.01	0.0
TF-50	0	T_P	OC(=O)CCCC([O-])=O	6455	1	1798	0.0	0.0	0.0	0.0005561735261401	0.0
TF-50	0	T_L	OC(=O)CCCC([O-])=O	6455	1	1991	0.0	0.0	0.0	0.0005022601707684	0.0
TF-50	0	Dstar	OC(=O)CCCC([O-])=O	6455	1	287	0.0	0.0	0.0	0.0034843205574912	0.0
TF-50	0	B	OC(=O)CCCC([O-])=O	6455	1	1879	0.0	0.0	0.0	0.0005321979776476	0.0
TF-50	0	F	OC(=O)CCCC([O-])=O	6455	1	1857	0.0	0.0	0.0	0.0005385029617662	0.0
TF-50	0	T_P	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	6457	1	2461	0.0	0.0	0.0	0.0004063388866314	0.0
TF-50	0	T_L	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	6457	1	2686	0.0	0.0	0.0	0.0003723008190618	0.0
TF-50	0	Dstar	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	6457	1	3500	0.0	0.0	0.0	0.0002857142857142	0.0
TF-50	0	B	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	6457	1	3453	0.0	0.0	0.0	0.0002896032435563	0.0
TF-50	0	F	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	6457	1	3453	0.0	0.0	0.0	0.0002896032435563	0.0
TF-50	0	T_P	OCl	6457	1	4884	0.0	0.0	0.0	0.0002047502047502	0.0
TF-50	0	T_L	OCl	6457	1	4981	0.0	0.0	0.0	0.0002007628990162	0.0
TF-50	0	Dstar	OCl	6457	1	5390	0.0	0.0	0.0	0.0001855287569573	0.0
TF-50	0	B	OCl	6457	1	5328	0.0	0.0	0.0	0.0001876876876876	0.0
TF-50	0	F	OCl	6457	1	5328	0.0	0.0	0.0	0.0001876876876876	0.0
TF-50	0	T_P	OO	6453	1	8	0.0	1.0	1.0	0.125	1.0
TF-50	0	T_L	OO	6453	1	590	0.0	0.0	0.0	0.0016949152542372	0.0
TF-50	0	Dstar	OO	6453	1	2125	0.0	0.0	0.0	0.0004705882352941	0.0
TF-50	0	B	OO	6453	1	8	0.0	1.0	1.0	0.125	1.0
TF-50	0	F	OO	6453	1	8	0.0	1.0	1.0	0.125	1.0
TF-50	0	T_P	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O	6456	2	96	0.0	0.0	0.0	0.0104166666666666	0.0
TF-50	0	T_L	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O	6456	2	2522	0.0	0.0	0.0	0.000396510705789	0.0
TF-50	0	Dstar	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O	6456	2	89	0.0	0.0	0.0	0.0112359550561797	0.0
TF-50	0	B	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O	6456	2	91	0.0	0.0	0.0	0.0109890109890109	0.0
TF-50	0	F	[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O	6456	2	89	0.0	0.0	0.0	0.0112359550561797	0.0
TF-50	0	T_P	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O	6456	1	2124	0.0	0.0	0.0	0.0004708097928436	0.0
TF-50	0	T_L	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O	6456	1	2266	0.0	0.0	0.0	0.0004413062665489	0.0
TF-50	0	Dstar	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O	6456	1	117	0.0	0.0	0.0	0.0085470085470085	0.0
TF-50	0	B	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O	6456	1	2187	0.0	0.0	0.0	0.0004572473708276	0.0
TF-50	0	F	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O	6456	1	2162	0.0	0.0	0.0	0.0004625346901017	0.0
TF-50	0	T_P	[Hg+2]	6457	1	4876	0.0	0.0	0.0	0.0002050861361771	0.0
TF-50	0	T_L	[Hg+2]	6457	1	4973	0.0	0.0	0.0	0.0002010858636637	0.0
TF-50	0	Dstar	[Hg+2]	6457	1	689	0.0	0.0	0.0	0.0014513788098693	0.0
TF-50	0	B	[Hg+2]	6457	1	551	0.0	0.0	0.0	0.0018148820326678	0.0
TF-50	0	F	[Hg+2]	6457	1	551	0.0	0.0	0.0	0.0018148820326678	0.0
TF-50	0	T_P	[O-]C(=O)C(=O)c1ccccc1	6457	1	4278	0.0	0.0	0.0	0.0002337540906965	0.0
TF-50	0	T_L	[O-]C(=O)C(=O)c1ccccc1	6457	1	4400	0.0	0.0	0.0	0.0002272727272727	0.0
TF-50	0	Dstar	[O-]C(=O)C(=O)c1ccccc1	6457	1	140	0.0	0.0	0.0	0.0071428571428571	0.0
TF-50	0	B	[O-]C(=O)C(=O)c1ccccc1	6457	1	79	0.0	0.0	0.0	0.0126582278481012	0.0
TF-50	0	F	[O-]C(=O)C(=O)c1ccccc1	6457	1	78	0.0	0.0	0.0	0.0128205128205128	0.0
TF-50	0	T_P	[O-]C(=O)\C=C/C=C(/Cl)C([O-])=O	6457	1	176	0.0	0.0	0.0	0.0056818181818181	0.0
TF-50	0	T_L	[O-]C(=O)\C=C/C=C(/Cl)C([O-])=O	6457	1	531	0.0	0.0	0.0	0.0018832391713747	0.0
TF-50	0	Dstar	[O-]C(=O)\C=C/C=C(/Cl)C([O-])=O	6457	1	1527	0.0	0.0	0.0	0.0006548788474132	0.0
TF-50	0	B	[O-]C(=O)\C=C/C=C(/Cl)C([O-])=O	6457	1	1388	0.0	0.0	0.0	0.0007204610951008	0.0
TF-50	0	F	[O-]C(=O)\C=C/C=C(/Cl)C([O-])=O	6457	1	1388	0.0	0.0	0.0	0.0007204610951008	0.0
TF-50	0	T_P	ion:Co2+	6455	1	5017	0.0	0.0	0.0	0.0001993223041658	0.0
TF-50	0	T_L	ion:Co2+	6455	1	5010	0.0	0.0	0.0	0.0001996007984031	0.0
TF-50	0	Dstar	ion:Co2+	6455	1	3884	0.0	0.0	0.0	0.0002574665293511	0.0
TF-50	0	B	ion:Co2+	6455	1	5017	0.0	0.0	0.0	0.0001993223041658	0.0
TF-50	0	F	ion:Co2+	6455	1	5024	0.0	0.0	0.0	0.0001990445859872	0.0
TF-50	0	T_P	ion:Co_unspecified	6455	1	5043	0.0	0.0	0.0	0.0001982946658734	0.0
TF-50	0	T_L	ion:Co_unspecified	6455	1	5011	0.0	0.0	0.0	0.000199560965875	0.0
TF-50	0	Dstar	ion:Co_unspecified	6455	1	6077	0.0	0.0	0.0	0.0001645548790521	0.0
TF-50	0	B	ion:Co_unspecified	6455	1	5043	0.0	0.0	0.0	0.0001982946658734	0.0
TF-50	0	F	ion:Co_unspecified	6455	1	5049	0.0	0.0	0.0	0.0001980590215884	0.0
TF-50	0	T_P	ion:Cu+	6455	1	4628	0.0	0.0	0.0	0.0002160760587726	0.0
TF-50	0	T_L	ion:Cu+	6455	1	4542	0.0	0.0	0.0	0.0002201673271686	0.0
TF-50	0	Dstar	ion:Cu+	6455	1	990	0.0	0.0	0.0	0.001010101010101	0.0
TF-50	0	B	ion:Cu+	6455	1	4628	0.0	0.0	0.0	0.0002160760587726	0.0
TF-50	0	F	ion:Cu+	6455	1	4618	0.0	0.0	0.0	0.0002165439584235	0.0
TF-50	0	T_P	ion:Cu2+	6457	2	3146	0.0	0.0	0.0	0.0003178639542275	0.0
TF-50	0	T_L	ion:Cu2+	6457	2	3146	0.0	0.0	0.0	0.0003178639542275	0.0
TF-50	0	Dstar	ion:Cu2+	6457	2	595	0.0	0.0	0.0	0.0016806722689075	0.0
TF-50	0	B	ion:Cu2+	6457	2	595	0.0	0.0	0.0	0.0016806722689075	0.0
TF-50	0	F	ion:Cu2+	6457	2	595	0.0	0.0	0.0	0.0016806722689075	0.0
TF-50	0	T_P	ion:Cu_unspecified	6455	2	3191	0.0	0.0	0.0	0.0003133813851457	0.0
TF-50	0	T_L	ion:Cu_unspecified	6455	2	3145	0.0	0.0	0.0	0.0003179650238473	0.0
TF-50	0	Dstar	ion:Cu_unspecified	6455	2	1883	0.0	0.0	0.0	0.0005310674455655	0.0
TF-50	0	B	ion:Cu_unspecified	6455	2	3191	0.0	0.0	0.0	0.0003133813851457	0.0
TF-50	0	F	ion:Cu_unspecified	6455	2	3190	0.0	0.0	0.0	0.0003134796238244	0.0
TF-50	0	T_P	ion:Fe2+	6445	2	134	0.0	0.0	0.0	0.0074626865671641	0.0
TF-50	0	T_L	ion:Fe2+	6445	2	1892	0.0	0.0	0.0	0.0005285412262156	0.0
TF-50	0	Dstar	ion:Fe2+	6445	2	1634	0.0	0.0	0.0	0.0006119951040391	0.0
TF-50	0	B	ion:Fe2+	6445	2	134	0.0	0.0	0.0	0.0074626865671641	0.0
TF-50	0	F	ion:Fe2+	6445	2	136	0.0	0.0	0.0	0.0073529411764705	0.0
TF-50	0	T_P	ion:Fe_unspecified	6447	1	71	0.0	0.0	0.0	0.0140845070422535	0.0
TF-50	0	T_L	ion:Fe_unspecified	6447	1	239	0.0	0.0	0.0	0.00418410041841	0.0
TF-50	0	Dstar	ion:Fe_unspecified	6447	1	267	0.0	0.0	0.0	0.0037453183520599	0.0
TF-50	0	B	ion:Fe_unspecified	6447	1	71	0.0	0.0	0.0	0.0140845070422535	0.0
TF-50	0	F	ion:Fe_unspecified	6447	1	70	0.0	0.0	0.0	0.0142857142857142	0.0
TF-50	0	T_P	ion:Mn2+	6454	1	110	0.0	0.0	0.0	0.009090909090909	0.0
TF-50	0	T_L	ion:Mn2+	6454	1	3436	0.0	0.0	0.0	0.0002910360884749	0.0
TF-50	0	Dstar	ion:Mn2+	6454	1	418	0.0	0.0	0.0	0.0023923444976076	0.0
TF-50	0	B	ion:Mn2+	6454	1	110	0.0	0.0	0.0	0.009090909090909	0.0
TF-50	0	F	ion:Mn2+	6454	1	109	0.0	0.0	0.0	0.0091743119266055	0.0
TF-50	0	T_P	ion:Mn_unspecified	6451	4	111	0.0	0.0	0.0	0.009009009009009	0.0
TF-50	0	T_L	ion:Mn_unspecified	6451	4	239	0.0	0.0	0.0	0.00418410041841	0.0
TF-50	0	Dstar	ion:Mn_unspecified	6451	4	270	0.0	0.0	0.0	0.0037037037037037	0.0
TF-50	0	B	ion:Mn_unspecified	6451	4	111	0.0	0.0	0.0	0.009009009009009	0.0
TF-50	0	F	ion:Mn_unspecified	6451	4	114	0.0	0.0	0.0	0.0087719298245614	0.0
TF-50	0	T_P	ion:Ni2+	6455	3	2835	0.0	0.0	0.0	0.000352733686067	0.0
TF-50	0	T_L	ion:Ni2+	6455	3	2822	0.0	0.0	0.0	0.0003543586109142	0.0
TF-50	0	Dstar	ion:Ni2+	6455	3	81	0.0	0.0	0.0	0.0123456790123456	0.0
TF-50	0	B	ion:Ni2+	6455	3	2835	0.0	0.0	0.0	0.000352733686067	0.0
TF-50	0	F	ion:Ni2+	6455	3	2805	0.0	0.0	0.0	0.0003565062388591	0.0
TF-50	0	T_P	ion:Ni_unspecified	6453	1	5024	0.0	0.0	0.0	0.0001990445859872	0.0
TF-50	0	T_L	ion:Ni_unspecified	6453	1	5008	0.0	0.0	0.0	0.0001996805111821	0.0
TF-50	0	Dstar	ion:Ni_unspecified	6453	1	6075	0.0	0.0	0.0	0.0001646090534979	0.0
TF-50	0	B	ion:Ni_unspecified	6453	1	5024	0.0	0.0	0.0	0.0001990445859872	0.0
TF-50	0	F	ion:Ni_unspecified	6453	1	5030	0.0	0.0	0.0	0.0001988071570576	0.0
TF-50	0	T_P	ion:Zn2+	6454	2	2077	0.0	0.0	0.0	0.0004814636494944	0.0
TF-50	0	T_L	ion:Zn2+	6454	2	1946	0.0	0.0	0.0	0.000513874614594	0.0
TF-50	0	Dstar	ion:Zn2+	6454	2	405	0.0	0.0	0.0	0.0024691358024691	0.0
TF-50	0	B	ion:Zn2+	6454	2	2077	0.0	0.0	0.0	0.0004814636494944	0.0
TF-50	0	F	ion:Zn2+	6454	2	2060	0.0	0.0	0.0	0.0004854368932038	0.0
TF-50	0	T_P	ion:Zn_unspecified	6453	1	5059	0.0	0.0	0.0	0.0001976675232259	0.0
TF-50	0	T_L	ion:Zn_unspecified	6453	1	5008	0.0	0.0	0.0	0.0001996805111821	0.0
TF-50	0	Dstar	ion:Zn_unspecified	6453	1	6075	0.0	0.0	0.0	0.0001646090534979	0.0
TF-50	0	B	ion:Zn_unspecified	6453	1	5059	0.0	0.0	0.0	0.0001976675232259	0.0
TF-50	0	F	ion:Zn_unspecified	6453	1	5063	0.0	0.0	0.0	0.000197511356903	0.0
TF-50	0	T_P	ion:molybdate_or_molybdenum_unspecified	6455	1	10	0.0	1.0	1.0	0.1	1.0
TF-50	0	T_L	ion:molybdate_or_molybdenum_unspecified	6455	1	277	0.0	0.0	0.0	0.003610108303249	0.0
TF-50	0	Dstar	ion:molybdate_or_molybdenum_unspecified	6455	1	235	0.0	0.0	0.0	0.0042553191489361	0.0
TF-50	0	B	ion:molybdate_or_molybdenum_unspecified	6455	1	10	0.0	1.0	1.0	0.1	1.0
TF-50	0	F	ion:molybdate_or_molybdenum_unspecified	6455	1	11	0.0	0.0	1.0	0.0909090909090909	1.0
TF-50	1	T_P	C(C(=O)O)C(=O)O	6456	1	2129	0.0	0.0	0.0	0.0004697040864255	0.0
TF-50	1	T_L	C(C(=O)O)C(=O)O	6456	1	2180	0.0	0.0	0.0	0.0004587155963302	0.0
TF-50	1	Dstar	C(C(=O)O)C(=O)O	6456	1	728	0.0	0.0	0.0	0.0013736263736263	0.0
TF-50	1	B	C(C(=O)O)C(=O)O	6456	1	2184	0.0	0.0	0.0	0.0004578754578754	0.0
TF-50	1	F	C(C(=O)O)C(=O)O	6456	1	2172	0.0	0.0	0.0	0.0004604051565377	0.0
TF-50	1	T_P	C(C(=O)O)P(=O)(O)O	6457	1	2996	0.0	0.0	0.0	0.0003337783711615	0.0
TF-50	1	T_L	C(C(=O)O)P(=O)(O)O	6457	1	3181	0.0	0.0	0.0	0.0003143665513989	0.0
TF-50	1	Dstar	C(C(=O)O)P(=O)(O)O	6457	1	575	0.0	0.0	0.0	0.0017391304347826	0.0
TF-50	1	B	C(C(=O)O)P(=O)(O)O	6457	1	523	0.0	0.0	0.0	0.0019120458891013	0.0
TF-50	1	F	C(C(=O)O)P(=O)(O)O	6457	1	520	0.0	0.0	0.0	0.0019230769230769	0.0
TF-50	1	T_P	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	6457	1	3009	0.0	0.0	0.0	0.0003323363243602	0.0
TF-50	1	T_L	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	6457	1	3193	0.0	0.0	0.0	0.0003131850923896	0.0
TF-50	1	Dstar	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	6457	1	788	0.0	0.0	0.0	0.0012690355329949	0.0
TF-50	1	B	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	6457	1	706	0.0	0.0	0.0	0.0014164305949008	0.0
TF-50	1	F	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	6457	1	694	0.0	0.0	0.0	0.0014409221902017	0.0
TF-50	1	T_P	C(C(C(C(C(=O)C(=O)O)O)O)O)O	6457	1	2195	0.0	0.0	0.0	0.0004555808656036	0.0
TF-50	1	T_L	C(C(C(C(C(=O)C(=O)O)O)O)O)O	6457	1	2426	0.0	0.0	0.0	0.0004122011541632	0.0
TF-50	1	Dstar	C(C(C(C(C(=O)C(=O)O)O)O)O)O	6457	1	1932	0.0	0.0	0.0	0.0005175983436853	0.0
TF-50	1	B	C(C(C(C(C(=O)C(=O)O)O)O)O)O	6457	1	1823	0.0	0.0	0.0	0.0005485463521667	0.0
TF-50	1	F	C(C(C(C(C(=O)C(=O)O)O)O)O)O	6457	1	1823	0.0	0.0	0.0	0.0005485463521667	0.0
TF-50	1	T_P	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	6457	1	4380	0.0	0.0	0.0	0.0002283105022831	0.0
TF-50	1	T_L	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	6457	1	4489	0.0	0.0	0.0	0.0002227667631989	0.0
TF-50	1	Dstar	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	6457	1	672	0.0	0.0	0.0	0.0014880952380952	0.0
TF-50	1	B	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	6457	1	646	0.0	0.0	0.0	0.001547987616099	0.0
TF-50	1	F	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	6457	1	646	0.0	0.0	0.0	0.001547987616099	0.0
TF-50	1	T_P	C(CC(=O)O)C(=O)C(=O)O	6457	2	2967	0.0	0.0	0.0	0.0003370407819346	0.0
TF-50	1	T_L	C(CC(=O)O)C(=O)C(=O)O	6457	2	3153	0.0	0.0	0.0	0.0003171582619727	0.0
TF-50	1	Dstar	C(CC(=O)O)C(=O)C(=O)O	6457	2	4847	0.0	0.0	0.0	0.0002063131834124	0.0
TF-50	1	B	C(CC(=O)O)C(=O)C(=O)O	6457	2	4857	0.0	0.0	0.0	0.0002058884084826	0.0
TF-50	1	F	C(CC(=O)O)C(=O)C(=O)O	6457	2	4857	0.0	0.0	0.0	0.0002058884084826	0.0
TF-50	1	T_P	C(CC(=O)O)CN=C(N)N	6457	1	971	0.0	0.0	0.0	0.0010298661174047	0.0
TF-50	1	T_L	C(CC(=O)O)CN=C(N)N	6457	1	1289	0.0	0.0	0.0	0.0007757951900698	0.0
TF-50	1	Dstar	C(CC(=O)O)CN=C(N)N	6457	1	128	0.0	0.0	0.0	0.0078125	0.0
TF-50	1	B	C(CC(=O)O)CN=C(N)N	6457	1	87	0.0	0.0	0.0	0.0114942528735632	0.0
TF-50	1	F	C(CC(=O)O)CN=C(N)N	6457	1	85	0.0	0.0	0.0	0.0117647058823529	0.0
TF-50	1	T_P	C(CCN=C(N)N)CN	6457	1	2251	0.0	0.0	0.0	0.0004442470013327	0.0
TF-50	1	T_L	C(CCN=C(N)N)CN	6457	1	2479	0.0	0.0	0.0	0.0004033884630899	0.0
TF-50	1	Dstar	C(CCN=C(N)N)CN	6457	1	65	0.0	0.0	0.0	0.0153846153846153	1.0
TF-50	1	B	C(CCN=C(N)N)CN	6457	1	44	0.0	0.0	1.0	0.0227272727272727	1.0
